Date, ZC025YR, ZC050YR, ZC075YR, ZC100YR, ZC200YR, ZC500YR, ZC1000YR, ZC2000YR, ZC3000YR
2018-03-12,0.0114105,0.0131008,0.0146042,0.0161076,0.018376,0.0206679,0.0226969,0.0244712,0.024322
2018-03-13,0.0113134,0.0131887,0.0146563,0.0161238,0.0180041,0.0202658,0.0223522,0.0241306,0.0239822
2018-03-14,0.0113025,0.0132748,0.0146792,0.0160837,0.0178657,0.0199291,0.0219083,0.023487,0.0233906
2018-03-15,0.0112001,0.0133558,0.014643,0.0159301,0.0177185,0.0197546,0.0216784,0.0231456,0.0230592
2018-03-16,0.011156,0.0134426,0.0146923,0.015942,0.0178115,0.0198427,0.0217223,0.0231692,0.0230599
2018-03-19,0.0111133,0.013703,0.0148378,0.0159726,0.0179486,0.0200744,0.021977,0.0232644,0.023146
2018-03-20,0.0111936,0.0138173,0.0151138,0.0164104,0.0182909,0.0204789,0.022325,0.0235149,0.0234034
2018-03-21,0.0112263,0.0139364,0.015396,0.0168555,0.0188224,0.0210744,0.0228795,0.0239071,0.023801
2018-03-22,0.0111194,0.0140113,0.0153279,0.0166445,0.0183638,0.0203919,0.0219677,0.023097,0.0230292
2018-03-23,0.0111051,0.0141186,0.0154955,0.0168723,0.0186852,0.0206703,0.0222329,0.0232532,0.0231775
2018-03-26,0.011011,0.0144023,0.0157021,0.0170019,0.0189765,0.0209762,0.0226062,0.0236345,0.0235846
2018-03-27,0.0110436,0.0144722,0.0156265,0.0167808,0.0184545,0.0203123,0.0217257,0.0229255,0.0228931
2018-03-28,0.0110274,0.0145398,0.015548,0.0165563,0.0182371,0.0200485,0.0214276,0.0225641,0.0226404
2018-03-29,0.0110273,0.0145992,0.0154355,0.0162718,0.0179231,0.0197437,0.0211701,0.0223652,0.0223998
2018-04-02,0.0112425,0.0149583,0.0156354,0.0163124,0.017955,0.0199147,0.0213922,0.0225595,0.0226153
2018-04-03,0.0113956,0.0150613,0.0157416,0.0164219,0.0181861,0.0201613,0.0217268,0.0230225,0.0230297
2018-04-04,0.0112681,0.0133617,0.0151099,0.0168582,0.0184383,0.0203746,0.0219737,0.0233637,0.023385
2018-04-05,0.0112819,0.0132879,0.0150611,0.0168342,0.0184353,0.0204221,0.0221215,0.0235552,0.0235721
2018-04-06,0.0112929,0.0131982,0.0149453,0.0166925,0.0182141,0.0200743,0.0217538,0.0231879,0.0232004
2018-04-09,0.0113578,0.0132549,0.0150018,0.0167488,0.0182473,0.0200983,0.0217217,0.023027,0.0230696
2018-04-10,0.0114206,0.013283,0.0150554,0.0168277,0.0185743,0.0204595,0.0221412,0.0232483,0.0232449
2018-04-11,0.0114254,0.0133466,0.0149526,0.0165587,0.0188342,0.0207539,0.0223056,0.0233089,0.0232959
2018-04-12,0.0114224,0.0136712,0.0152474,0.0168235,0.0191406,0.0213528,0.0230108,0.0238771,0.0238432
2018-04-13,0.0116438,0.0135973,0.0151951,0.0167929,0.0189272,0.0210176,0.0225895,0.0234886,0.0234639
2018-04-16,0.0118038,0.0136467,0.0152464,0.0168461,0.0190446,0.021267,0.0229932,0.0238,0.0237983
2018-04-17,0.0120404,0.0140981,0.0155716,0.0170452,0.0191198,0.0211528,0.0226359,0.0234142,0.023402
2018-04-18,0.0120455,0.0138769,0.0154222,0.0169676,0.019142,0.0214265,0.0230854,0.0238916,0.0238788
2018-04-19,0.0119737,0.013883,0.0154067,0.0169304,0.0193781,0.021773,0.023483,0.0243356,0.0242965
2018-04-20,0.012048,0.0137053,0.0153076,0.01691,0.0192205,0.0218313,0.0236164,0.0245271,0.0244787
2018-04-23,0.0119355,0.0136633,0.0152632,0.0168631,0.0191233,0.0218832,0.0237945,0.0244954,0.0244335
2018-04-24,0.0119292,0.0136717,0.0152725,0.0168734,0.0190756,0.0218205,0.0237019,0.0244918,0.0244261
2018-04-25,0.0119724,0.0137016,0.0152975,0.0168934,0.0192353,0.0219789,0.0239525,0.0248346,0.0247665
2018-04-26,0.0119228,0.0136994,0.0152515,0.0168037,0.0190627,0.0217049,0.0235939,0.0245506,0.0244855
2018-04-27,0.0119432,0.0137398,0.0153316,0.0169234,0.0189074,0.0214309,0.0232942,0.0241911,0.0241277
2018-04-30,0.0120005,0.0137328,0.0152999,0.016867,0.0188462,0.0213181,0.0231028,0.0240797,0.0240127
2018-05-01,0.0121155,0.0138122,0.0154641,0.017116,0.0192951,0.0218333,0.0236663,0.0242753,0.0242162
2018-05-02,0.0121354,0.0138584,0.0155563,0.0172543,0.0192889,0.0218938,0.0237309,0.0244901,0.0243687
2018-05-03,0.0121084,0.0138356,0.0154324,0.0170291,0.0190417,0.0215909,0.0233272,0.0241525,0.0240244
2018-05-04,0.0121422,0.0138939,0.0154601,0.0169743,0.0190395,0.0215982,0.0233605,0.0242078,0.0240627
2018-05-07,0.0120815,0.0139505,0.0155089,0.0170229,0.0190925,0.0216192,0.0233203,0.0242213,0.024083
2018-05-08,0.0121258,0.0139757,0.0156002,0.0171971,0.0192852,0.0218151,0.0235612,0.0243395,0.0241923
2018-05-09,0.0121217,0.0139962,0.0156934,0.0173731,0.0194801,0.0221778,0.023993,0.024637,0.0244338
2018-05-10,0.0121734,0.0140201,0.0157115,0.0173911,0.0196749,0.0223629,0.0240793,0.0244694,0.0242673
2018-05-11,0.0121933,0.01404,0.0156777,0.0173019,0.0196182,0.0222527,0.0238771,0.0243129,0.0240649
2018-05-14,0.0123015,0.0141013,0.0158375,0.0175719,0.0198475,0.0226096,0.0242834,0.0247633,0.0245086
2018-05-15,0.0124376,0.014519,0.0162068,0.017888,0.0203135,0.0232246,0.0249805,0.0253551,0.0250845
2018-05-16,0.0124602,0.0145414,0.0162798,0.0180163,0.0205055,0.0233635,0.0251298,0.0253772,0.0250626
2018-05-17,0.0125757,0.014562,0.0162984,0.0180348,0.0205946,0.023492,0.0253162,0.0255592,0.025223
2018-05-18,0.0124885,0.0143793,0.0161146,0.0178498,0.0202915,0.0231073,0.0249783,0.0252028,0.0248803
2018-05-22,0.012583,0.0145517,0.0162319,0.0179122,0.0203921,0.0231853,0.0249711,0.0252405,0.0248826
2018-05-23,0.0126479,0.014562,0.0161317,0.0177014,0.0202136,0.0228447,0.0246046,0.024849,0.0244622
2018-05-24,0.0127121,0.0145789,0.0161486,0.0177182,0.019932,0.0224553,0.0241906,0.0244922,0.024117
2018-05-25,0.012759,0.0144898,0.0160038,0.0175177,0.0196049,0.0220057,0.0235637,0.0241202,0.0237901
2018-05-28,0.012857,0.0145319,0.0159904,0.0174489,0.019349,0.0215892,0.0230679,0.0236787,0.0233695
2018-05-29,0.0128556,0.014424,0.0157166,0.0170092,0.0184641,0.0204236,0.021985,0.0227081,0.0224444
2018-05-30,0.0129146,0.0146557,0.0160595,0.0174632,0.0192666,0.0212503,0.0226112,0.0230506,0.0228092
2018-05-31,0.0128554,0.0146533,0.0159467,0.0172401,0.019056,0.0211048,0.0224256,0.0227538,0.0224804
2018-06-01,0.012876,0.0146673,0.0159605,0.0172538,0.0191968,0.0211407,0.0224573,0.0228809,0.022613
2018-06-04,0.0128374,0.0146193,0.0159671,0.0173148,0.0193446,0.0214596,0.0228211,0.0232599,0.0230385
2018-06-05,0.0128577,0.0146338,0.0159815,0.0173292,0.0191434,0.0211882,0.0225277,0.0231584,0.0229382
2018-06-06,0.0126189,0.0146973,0.016048,0.0173986,0.0194287,0.0216092,0.0231293,0.0237096,0.023474
2018-06-07,0.0125259,0.0147056,0.0159797,0.0172538,0.0191048,0.0213313,0.0228393,0.0234876,0.0232714
2018-06-08,0.0125502,0.0147193,0.0159933,0.0172674,0.0192389,0.0216208,0.0232423,0.0237425,0.0235174
2018-06-11,0.0126214,0.0147066,0.0159548,0.017203,0.0191191,0.0214994,0.0232241,0.0237374,0.0235207
2018-06-12,0.0126455,0.01472,0.0159681,0.0172163,0.0190977,0.0214365,0.0230953,0.0235014,0.0232879
2018-06-13,0.0127043,0.014756,0.016157,0.0175579,0.0194921,0.0218062,0.0233516,0.0235524,0.0232034
2018-06-14,0.0125194,0.014771,0.016172,0.0175729,0.0193304,0.0214722,0.0227574,0.0231931,0.0228373
2018-06-15,0.0122365,0.0145846,0.0159845,0.0173844,0.018968,0.0209011,0.022272,0.0227549,0.0223833
2018-06-18,0.0122276,0.0146298,0.0160295,0.0174292,0.0187271,0.0207048,0.0220648,0.0227159,0.0223486
2018-06-19,0.0121751,0.0146122,0.015859,0.0171057,0.0184302,0.0203151,0.0216118,0.0222818,0.02193
2018-06-20,0.0121713,0.0145363,0.0158335,0.0171307,0.018508,0.0204362,0.0218758,0.0225247,0.0222058
2018-06-21,0.0121757,0.0145382,0.0157844,0.0170305,0.0182804,0.0201303,0.0214381,0.0222672,0.0220118
2018-06-22,0.0121543,0.014413,0.0155061,0.0165991,0.0179763,0.0199222,0.0213201,0.0222848,0.0220549
2018-06-25,0.0122343,0.0143333,0.0153748,0.0164162,0.0178124,0.019626,0.0210095,0.0220393,0.0218507
2018-06-26,0.0125197,0.0145566,0.0156557,0.0167356,0.0180768,0.0198156,0.0210395,0.0220146,0.0218055
2018-06-27,0.0125197,0.0146605,0.0157559,0.0168444,0.0178035,0.0194168,0.0206863,0.0218156,0.0216822
2018-06-28,0.0125194,0.0149618,0.0161105,0.0172592,0.0185413,0.0202512,0.0213589,0.0222204,0.022016
2018-06-29,0.0126138,0.014975,0.0161746,0.0173743,0.0191973,0.0207264,0.0217486,0.0221882,0.0219744
2018-07-03,0.0126178,0.0150264,0.0162258,0.0174251,0.0190364,0.0205415,0.0214888,0.0220728,0.021821
2018-07-04,0.012669,0.0150427,0.0162931,0.0175435,0.0191678,0.0207341,0.021658,0.0222222,0.0219686
2018-07-05,0.0127273,0.0152577,0.016509,0.0177603,0.0192236,0.0206346,0.0215267,0.022009,0.0218031
2018-07-06,0.012756,0.015271,0.0165223,0.0177737,0.0191491,0.0205059,0.0213267,0.0217978,0.02158
2018-07-09,0.0141862,0.0155127,0.0167649,0.018017,0.0194592,0.0208266,0.0216889,0.022257,0.0220438
2018-07-10,0.0144074,0.0158005,0.0168501,0.0178998,0.0194316,0.0207851,0.0216134,0.0222276,0.0220234
2018-07-11,0.0144231,0.0158419,0.0170955,0.0183491,0.0195175,0.020772,0.0214694,0.022056,0.0218523
2018-07-12,0.0141637,0.0158472,0.0170497,0.0182521,0.0194855,0.0207984,0.0216345,0.0222085,0.0219952
2018-07-13,0.014173,0.0157592,0.0169611,0.0181631,0.0193171,0.0205842,0.0214333,0.0221394,0.0219249
2018-07-16,0.0142267,0.0158184,0.0171221,0.0184258,0.0194018,0.0205986,0.0214672,0.0220992,0.0218838
2018-07-17,0.0143304,0.0158105,0.0170123,0.018214,0.0192821,0.0204316,0.0213411,0.0219251,0.0216979
2018-07-18,0.0143313,0.0157341,0.0169862,0.0182383,0.0193808,0.0205796,0.0215567,0.0221768,0.0219312
2018-07-19,0.0143051,0.0157473,0.0169994,0.0182515,0.0191586,0.0202707,0.0212324,0.0218739,0.0216195
2018-07-20,0.0142348,0.0159498,0.0171519,0.0183539,0.019558,0.0208722,0.0218923,0.0224463,0.0221269
2018-07-23,0.0143526,0.0159161,0.0172193,0.0185226,0.0198381,0.0212875,0.0224022,0.0229521,0.02263
2018-07-24,0.0143703,0.0159448,0.017299,0.0186532,0.0198952,0.0213596,0.0223535,0.02295,0.0225806
2018-07-25,0.0144735,0.0157678,0.0171943,0.0186206,0.0203829,0.0219436,0.0228661,0.0233273,0.0229373
2018-07-26,0.0144677,0.0158705,0.01733,0.0187895,0.0204257,0.0219797,0.0229392,0.0235235,0.0231329
2018-07-27,0.014462,0.015887,0.0173975,0.0189081,0.0204784,0.0220703,0.0230357,0.0236155,0.0232033
2018-07-30,0.0145409,0.0159343,0.0174191,0.018904,0.0203661,0.022017,0.0230729,0.0236477,0.023249
2018-07-31,0.0145357,0.0159549,0.0175162,0.0190775,0.0205474,0.0222202,0.0232413,0.0236648,0.0231896
2018-08-01,0.014431,0.0159788,0.0176423,0.0193058,0.0207198,0.0226106,0.0237523,0.0240986,0.0235425
2018-08-02,0.0144302,0.0160009,0.0177154,0.0194299,0.0207023,0.022562,0.0236906,0.0240945,0.0236787
2018-08-03,0.0144476,0.0160721,0.0178123,0.0195525,0.020823,0.0225652,0.0236158,0.0238865,0.0234878
2018-08-07,0.0145581,0.0167779,0.0183427,0.0199075,0.0211356,0.0227858,0.0237823,0.0240677,0.0236969
2018-08-08,0.0145758,0.0167014,0.0183166,0.0199318,0.0211432,0.0227114,0.0237065,0.0239367,0.0235875
2018-08-09,0.0146915,0.0167105,0.0182746,0.0198387,0.0209989,0.0225032,0.0234249,0.0237128,0.023368
2018-08-10,0.0147142,0.01671,0.0181718,0.0196336,0.0208411,0.0221759,0.0230122,0.0233175,0.0229976
2018-08-13,0.0148695,0.0167777,0.0183414,0.0199051,0.0209303,0.0222392,0.0230341,0.0233656,0.023083
2018-08-14,0.0148052,0.0167944,0.018358,0.0199217,0.0210236,0.0223851,0.023188,0.0235928,0.0233167
2018-08-15,0.0148282,0.0167882,0.0182496,0.0197111,0.0207058,0.0219327,0.0227248,0.0230285,0.0227389
2018-08-16,0.0149097,0.0168926,0.0183035,0.0197145,0.0206416,0.0218021,0.0226068,0.022857,0.0225801
2018-08-17,0.0150106,0.0171095,0.0185214,0.0199332,0.0209508,0.021931,0.0227211,0.0229154,0.0226243
2018-08-20,0.0151646,0.0171547,0.0185664,0.0199781,0.0208827,0.0217999,0.022599,0.0227591,0.0224782
2018-08-21,0.0151883,0.0171846,0.0186472,0.0201099,0.0208723,0.0218388,0.0226785,0.022877,0.0225846
2018-08-22,0.0152124,0.0171693,0.0185299,0.0198905,0.0209143,0.0218023,0.022614,0.0227628,0.0224568
2018-08-23,0.0152365,0.0171998,0.0186113,0.0200229,0.0210387,0.021879,0.0225766,0.022757,0.0224452
2018-08-24,0.0152065,0.0171959,0.0186116,0.0200272,0.0211196,0.0219584,0.0226576,0.0227838,0.0224887
2018-08-27,0.0152711,0.01724,0.0186299,0.0200197,0.0212053,0.0221578,0.0230053,0.0231012,0.0228021
2018-08-28,0.0153054,0.0173511,0.0186648,0.0199785,0.0212681,0.0223148,0.023178,0.0232921,0.022998
2018-08-29,0.0152981,0.0174623,0.0187254,0.0199884,0.0212201,0.0223363,0.0232452,0.0234133,0.0231116
2018-08-30,0.0153003,0.0173307,0.0186695,0.0200084,0.0209019,0.0219697,0.0228,0.0231532,0.0228767
2018-08-31,0.0153307,0.0173788,0.018539,0.0196992,0.020471,0.0215034,0.022258,0.0226878,0.0224077
2018-09-04,0.0154637,0.017428,0.0185879,0.0197478,0.0203506,0.0214795,0.0223405,0.022757,0.0224688
2018-09-05,0.0153858,0.0173469,0.0185573,0.0197678,0.0203195,0.0215079,0.0224499,0.0227953,0.0225163
2018-09-06,0.0153079,0.017267,0.0185279,0.0197888,0.0204675,0.0215112,0.0223586,0.0226971,0.0224164
2018-09-07,0.0153306,0.0172979,0.0186609,0.0200238,0.0209219,0.0220079,0.0229392,0.0231704,0.022907
2018-09-10,0.0153982,0.0173465,0.0187348,0.0201232,0.0209149,0.022005,0.0228992,0.0231685,0.0229165
2018-09-11,0.015421,0.0173669,0.0187807,0.0201945,0.0211291,0.0223187,0.0232725,0.0235504,0.0233419
2018-09-12,0.0153711,0.0173876,0.0188269,0.0202662,0.0212698,0.022445,0.0233641,0.0235889,0.0233748
2018-09-13,0.015466,0.0173969,0.0188106,0.0202243,0.0212446,0.0224369,0.0232816,0.023603,0.0233811
2018-09-14,0.0154888,0.0174183,0.0188574,0.0202966,0.0212334,0.0225206,0.0234282,0.0237028,0.0234756
2018-09-17,0.0154332,0.0174574,0.0188707,0.0202841,0.0211931,0.0224528,0.0234361,0.0236846,0.0234414
2018-09-18,0.0153649,0.0174649,0.0188527,0.0202406,0.0213788,0.0227722,0.0238544,0.0241173,0.0238957
2018-09-19,0.0153906,0.0175027,0.0189671,0.0204314,0.0215996,0.022994,0.0242473,0.0243883,0.0241687
2018-09-20,0.0153265,0.0175343,0.0190497,0.020565,0.0217125,0.0231371,0.0243285,0.024403,0.0241961
2018-09-21,0.0153542,0.0175671,0.0191334,0.0206996,0.0217538,0.0232209,0.0243505,0.0245302,0.0242733
2018-09-24,0.015436,0.017599,0.0191141,0.0206291,0.0218306,0.0233782,0.0245013,0.0246917,0.0244144
2018-09-25,0.0155637,0.0177163,0.0192317,0.0207471,0.0219268,0.0235068,0.0246451,0.0248505,0.0245415
2018-09-26,0.0155909,0.0177325,0.0192478,0.0207631,0.0217722,0.0232225,0.024219,0.0244108,0.0240828
2018-09-27,0.0156181,0.0177286,0.0191929,0.0206573,0.0218131,0.0232249,0.0241828,0.0243347,0.0239907
2018-09-28,0.0157238,0.0177647,0.0192799,0.0207952,0.0219489,0.0233064,0.0242253,0.024333,0.0240077
2018-10-01,0.0161187,0.0179781,0.0196011,0.0212241,0.0227617,0.0241003,0.0251304,0.0250141,0.0246728
2018-10-02,0.0161517,0.0181974,0.0198215,0.0214455,0.022523,0.0238277,0.0246422,0.0247336,0.0243368
2018-10-03,0.0163753,0.0184089,0.019983,0.0215571,0.0228101,0.0243277,0.0253094,0.0253575,0.0249627
2018-10-04,0.0163521,0.0184175,0.0199404,0.0214632,0.0228938,0.0245521,0.025579,0.0256079,0.0252233
2018-10-05,0.0164308,0.0185259,0.0199982,0.0214704,0.0230387,0.0248364,0.0260168,0.0260487,0.025671
2018-10-09,0.016527,0.0185886,0.0200605,0.0215324,0.0230553,0.0245231,0.0257762,0.0257627,0.025412
2018-10-10,0.0164664,0.0185929,0.0200135,0.0214341,0.0228043,0.0243188,0.0256094,0.0257119,0.0253695
2018-10-11,0.0165159,0.018495,0.0198639,0.0212327,0.0223936,0.0238299,0.0250222,0.0252256,0.0249078
2018-10-12,0.0164982,0.0185158,0.0199102,0.0213045,0.0223793,0.0237786,0.024969,0.0252086,0.0249218
2018-10-15,0.01671,0.0186541,0.0200232,0.0213923,0.022657,0.0239698,0.0250806,0.0253114,0.0250966
2018-10-16,0.0166944,0.0186686,0.0200377,0.0214067,0.0227314,0.0239681,0.0250348,0.0252564,0.0250469
2018-10-17,0.0168587,0.0186403,0.0200346,0.0214288,0.0227772,0.0241135,0.0251629,0.0253831,0.0251694
2018-10-18,0.0168794,0.0186711,0.0201164,0.0215617,0.0228496,0.0239952,0.0249959,0.0252774,0.0250835
2018-10-19,0.0165385,0.0191794,0.0203571,0.0215347,0.0226591,0.0239658,0.0250096,0.025334,0.025142
2018-10-22,0.0165873,0.0190824,0.0202549,0.0214274,0.0226037,0.0239568,0.0248981,0.0252634,0.025064
2018-10-23,0.0167024,0.018994,0.0201657,0.0213373,0.0224124,0.0237062,0.0245248,0.0249606,0.024791
2018-10-24,0.0171397,0.0191192,0.0203936,0.021668,0.0226604,0.0238037,0.0243162,0.0247673,0.0245778
2018-10-25,0.0172434,0.0194745,0.0206463,0.0218181,0.0228539,0.0239745,0.0245681,0.024916,0.0247261
2018-10-26,0.0172693,0.0194751,0.0205424,0.0216097,0.0223519,0.0233893,0.023925,0.0243504,0.0241653
2018-10-29,0.017327,0.0191849,0.0204052,0.0216254,0.0223006,0.0232736,0.0238842,0.0243849,0.0242123
2018-10-30,0.0173615,0.0194155,0.020713,0.0220105,0.0227546,0.0237935,0.0244296,0.0249508,0.0247652
2018-10-31,0.0174006,0.0196304,0.0209022,0.0221739,0.0230569,0.0242621,0.0248601,0.0253902,0.0251412
2018-11-01,0.0172158,0.0198058,0.0210737,0.0223415,0.0230129,0.0240612,0.0248336,0.0253353,0.0250972
2018-11-02,0.0171124,0.0198217,0.0210885,0.0223552,0.0232508,0.0244407,0.0253331,0.0258145,0.0255711
2018-11-05,0.0170853,0.0196134,0.0209334,0.0222533,0.0232177,0.0243281,0.0252006,0.0256044,0.0253716
2018-11-06,0.0171168,0.0196286,0.0209479,0.0222673,0.0233306,0.0244745,0.0253737,0.0256965,0.025477
2018-11-07,0.0171483,0.0196441,0.0209627,0.0222813,0.0232771,0.0244433,0.0252693,0.0255784,0.0253354
2018-11-08,0.0171815,0.0200485,0.0212779,0.0225073,0.0233661,0.0245763,0.0254177,0.0256749,0.0254266
2018-11-09,0.0171852,0.0200649,0.0212927,0.0225205,0.0231608,0.0243206,0.0250323,0.0253873,0.0251327
2018-11-13,0.0171025,0.0195313,0.0208455,0.0221598,0.0228582,0.0239523,0.0245692,0.0250769,0.0248182
2018-11-14,0.0172606,0.0192749,0.0205274,0.0217745,0.0224969,0.0236,0.0242452,0.0247766,0.0244942
2018-11-15,0.0170708,0.0191977,0.0203692,0.0215406,0.0222407,0.023144,0.023863,0.0244752,0.0242342
2018-11-16,0.0170662,0.0192091,0.0203294,0.0214496,0.0220676,0.0229558,0.0236658,0.0243565,0.0241172
2018-11-19,0.017051,0.019242,0.0203108,0.0213797,0.0219538,0.0227883,0.0235448,0.0243158,0.0240801
2018-11-20,0.0170456,0.0191553,0.0202747,0.0213941,0.0219771,0.0227558,0.0234847,0.0241993,0.0239874
2018-11-21,0.0170401,0.0191635,0.0202316,0.0212997,0.0221335,0.022908,0.0235837,0.0242609,0.0240635
2018-11-22,0.0170423,0.0191747,0.0202427,0.0213107,0.0222513,0.0230227,0.0236877,0.0242805,0.0240755
2018-11-23,0.0169656,0.0190872,0.0201803,0.0212734,0.0221831,0.0228711,0.0234223,0.024037,0.0238001
2018-11-26,0.0171357,0.0191721,0.0202653,0.0213584,0.0222873,0.0229901,0.0235825,0.0241999,0.0239685
2018-11-27,0.0171685,0.0193315,0.0203999,0.0214684,0.0220714,0.0227257,0.0232791,0.0240283,0.0237819
2018-11-28,0.0171396,0.0192417,0.0203095,0.0213773,0.0219704,0.0226677,0.0232878,0.024231,0.0240576
2018-11-29,0.0171183,0.019253,0.0203207,0.0213884,0.0217781,0.0223026,0.0230873,0.0241823,0.0240887
2018-11-30,0.0170662,0.0191633,0.0202303,0.0212973,0.02152,0.0220536,0.0227924,0.0240401,0.0239245
2018-12-03,0.017051,0.0191969,0.0202637,0.0213306,0.021467,0.0218377,0.0224237,0.0236593,0.0235297
2018-12-04,0.0168486,0.019096,0.0201112,0.0211264,0.0211056,0.0213537,0.0218359,0.0228326,0.0226419
2018-12-05,0.0168412,0.0187579,0.0195669,0.0203759,0.0203741,0.0207076,0.0213023,0.0226393,0.0224041
2018-12-06,0.0164379,0.017858,0.0186622,0.0194663,0.0197501,0.0200728,0.0209443,0.0225494,0.0223315
2018-12-07,0.0163585,0.0180051,0.0189629,0.0199207,0.0197997,0.0201303,0.0207644,0.0226311,0.0223104
2018-12-10,0.0164722,0.0181219,0.019029,0.0199361,0.0198763,0.0200891,0.0206376,0.0224759,0.0221245
2018-12-11,0.0164392,0.01806,0.0190687,0.0200774,0.0201222,0.0202838,0.0207588,0.0225379,0.0221679
2018-12-12,0.016468,0.0181716,0.0191807,0.0201899,0.0204074,0.0206709,0.0212739,0.0230402,0.0226813
2018-12-13,0.0164793,0.0180972,0.0191569,0.0202165,0.0204699,0.0208847,0.0216011,0.0235603,0.0232337
2018-12-14,0.0164994,0.0182965,0.0191558,0.020015,0.0200911,0.020449,0.0211072,0.0231422,0.0227949
2018-12-17,0.0163689,0.0182174,0.0189737,0.0197301,0.0195761,0.0199079,0.0206141,0.022581,0.0222296
2018-12-18,0.0163562,0.0180266,0.0188329,0.0196393,0.019189,0.0194619,0.0202878,0.0222051,0.0218731
2018-12-19,0.0164428,0.0180204,0.0186224,0.0192243,0.0188689,0.0191116,0.0198783,0.0216733,0.0213583
2018-12-20,0.0164378,0.0179255,0.018527,0.0191285,0.0190294,0.0193248,0.0200534,0.0217983,0.0214586
2018-12-21,0.0164575,0.018143,0.0188477,0.0195523,0.0193706,0.0196716,0.0203826,0.0221384,0.0217943
2018-12-24,0.0165101,0.0180576,0.0187105,0.0193633,0.0190335,0.0193114,0.0199501,0.0219085,0.0215346
2018-12-27,0.0165731,0.0181625,0.0187136,0.0192648,0.0189553,0.0193011,0.0199905,0.0219953,0.0216482
2018-12-28,0.0165922,0.0181592,0.0186593,0.0191595,0.018509,0.0188847,0.0197096,0.0218393,0.0215351
2018-12-31,0.0165635,0.0178923,0.0184929,0.0190936,0.0185145,0.0188994,0.0197946,0.0220914,0.0219196
2019-01-02,0.0165424,0.0178038,0.0184038,0.0190039,0.0184841,0.018592,0.0193555,0.0215879,0.0214517
2019-01-03,0.0164376,0.017685,0.0181825,0.01868,0.017589,0.017601,0.0184616,0.0209203,0.0208201
2019-01-04,0.0163567,0.0177909,0.0182888,0.0187868,0.0183528,0.0184745,0.0194131,0.0215413,0.0213878
2019-01-07,0.0163123,0.0177336,0.018333,0.0189324,0.0186736,0.0187761,0.0196646,0.0217687,0.0216298
2019-01-08,0.0163161,0.0175527,0.0182021,0.0188516,0.018807,0.018937,0.0197833,0.0219873,0.0217961
2019-01-09,0.0163317,0.0175901,0.0183415,0.0190929,0.0189637,0.0191339,0.0199706,0.0221081,0.0219012
2019-01-10,0.0169433,0.0174796,0.018207,0.0189344,0.0189865,0.0191464,0.0199422,0.0221714,0.0219153
2019-01-11,0.0169438,0.0174864,0.0181626,0.0188388,0.0187715,0.0189402,0.0197248,0.0219266,0.0216945
2019-01-14,0.0164926,0.0175074,0.0181835,0.0188597,0.0187281,0.0189505,0.0198001,0.0220273,0.0217926
2019-01-15,0.0165928,0.0175159,0.0182175,0.0189191,0.0188576,0.0190797,0.019877,0.0223347,0.0220753
2019-01-16,0.0166067,0.0175304,0.0183341,0.0191379,0.0190678,0.019257,0.0201179,0.0225248,0.0222827
2019-01-17,0.0170031,0.0175387,0.0183425,0.0191462,0.0189521,0.0191915,0.0201466,0.0226036,0.0223483
2019-01-18,0.0170222,0.017648,0.0184522,0.0192564,0.0193283,0.019584,0.0205704,0.0228679,0.0226249
2019-01-21,0.0166828,0.0176734,0.0184774,0.0192814,0.019227,0.0194701,0.0204051,0.0226502,0.0224453
2019-01-22,0.016698,0.0176817,0.0184857,0.0192897,0.0188065,0.0189354,0.0198921,0.0221901,0.0219517
2019-01-23,0.0167078,0.0176282,0.0183554,0.0190826,0.0188645,0.0190098,0.0199448,0.0222743,0.02202
2019-01-24,0.0164169,0.0175893,0.0183418,0.0190942,0.018524,0.0186331,0.0195502,0.0219775,0.0216957
2019-01-25,0.0164051,0.0175972,0.0183496,0.019102,0.0186724,0.0189259,0.0199684,0.0222925,0.0220075
2019-01-28,0.0164662,0.0176206,0.0183729,0.0191251,0.0186046,0.0188297,0.0198299,0.0221189,0.0218416
2019-01-29,0.0164544,0.0176176,0.0183187,0.0190199,0.018369,0.0185885,0.0195792,0.0220267,0.0217666
2019-01-30,0.0165424,0.017602,0.018201,0.0188,0.0180416,0.0183196,0.0194546,0.0221166,0.021863
2019-01-31,0.0165368,0.0174832,0.0179797,0.0184762,0.0176087,0.0178354,0.0190197,0.0217664,0.0215077
2019-02-01,0.0166472,0.0175008,0.0180483,0.0185958,0.0182374,0.0186234,0.0198443,0.0221766,0.0219016
2019-02-04,0.0166742,0.0174884,0.0181121,0.0187359,0.0182817,0.0187015,0.0198427,0.0223457,0.0220444
2019-02-05,0.0166874,0.0175379,0.0181363,0.0187347,0.0182044,0.0185469,0.0196248,0.0222047,0.0218952
2019-02-06,0.0166517,0.0175133,0.0180097,0.018506,0.0180245,0.0183642,0.0194484,0.0221423,0.0218354
2019-02-07,0.0165967,0.0172847,0.0176782,0.0180717,0.0175203,0.017872,0.0189722,0.0218296,0.0215081
2019-02-08,0.0166883,0.017331,0.0177512,0.0181713,0.017658,0.0179814,0.0190387,0.0218295,0.0215033
2019-02-11,0.0166612,0.0174936,0.0178888,0.0182841,0.0178509,0.0182156,0.0193111,0.0219405,0.0216249
